name,value
종로구,30
중구,37
용산구,11
성동구,5
광진구,11
동대문구,6
중랑구,6
성북구,9
강북구,4
도봉구,1
노원구,7
은평구,5
서대문구,17
마포구,20
양천구,8
강서구,7
구로구,8
금천구,6
영등포구,24
동작구,4
관악구,6
서초구,36
강남구,55
송파구,18
강동구,9
