name,value
종로구,1314
중구,1305
용산구,1305
성동구,1189
광진구,1480
동대문구,1848
중랑구,1622
성북구,1664
강북구,1313
도봉구,919
노원구,1516
은평구,1325
서대문구,1122
마포구,1759
양천구,1466
강서구,1806
구로구,1566
금천구,1029
영등포구,2193
동작구,1399
관악구,1716
서초구,2217
강남구,3624
송파구,2608
강동구,1442
