date	day	sex	age	region	업종	value
20150902	3	남	60대이상	6	중국집	20
20150902	3	여	10대	6	중국집	7
20150902	3	여	60대이상	6	중국집	18
20150902	3	여	40대	6	중국집	53
20150902	3	여	40대	7	중국집	53
20150902	3	남	40대	7	중국집	45
20150902	3	남	20대	7	중국집	39
20150902	3	여	20대	7	중국집	25
20150902	3	여	30대	7	중국집	44
20150902	3	남	50대	7	중국집	39
20150902	3	남	30대	7	중국집	50
20150902	3	여	60대이상	7	중국집	22
20150902	3	여	10대	7	중국집	9
20150902	3	남	60대이상	7	중국집	21
20150902	3	남	10대	7	중국집	13
20150902	3	여	50대	7	중국집	27
20150902	3	여	30대	8	중국집	31
20150902	3	여	40대	8	중국집	27
20150902	3	여	20대	8	중국집	11
20150902	3	남	50대	8	중국집	30
20150902	3	남	30대	8	중국집	42
20150902	3	여	50대	8	중국집	11
20150902	3	남	40대	8	중국집	40
20150902	3	남	60대이상	8	중국집	14
20150902	3	남	10대	8	중국집	9
20150902	3	여	60대이상	8	중국집	9
20150902	3	여	10대	8	중국집	5
20150902	3	남	20대	8	중국집	22
20150902	3	남	20대	9	중국집	36
20150902	3	여	20대	9	중국집	36
20150902	3	남	30대	9	중국집	64
20150902	3	남	40대	9	중국집	50
20150902	3	여	50대	9	중국집	28
20150902	3	여	40대	9	중국집	52
20150902	3	남	50대	9	중국집	30
20150902	3	여	10대	9	중국집	6
20150902	3	여	60대이상	9	중국집	15
20150902	3	남	10대	9	중국집	18
20150902	3	남	60대이상	9	중국집	13
20150902	3	여	30대	9	중국집	54
20150902	3	여	10대	10	중국집	25
20150902	3	여	60대이상	10	중국집	18
20150902	3	여	40대	10	중국집	19
20150902	3	여	30대	10	중국집	31
20150902	3	남	10대	10	중국집	32
20150902	3	남	30대	10	중국집	27
20150902	3	남	60대이상	10	중국집	23
20150902	3	남	50대	10	중국집	13
20150902	3	여	50대	10	중국집	18
20150902	3	여	20대	10	중국집	11
20150902	3	남	20대	10	중국집	25
20150902	3	남	40대	10	중국집	27
20150902	3	남	30대	11	중국집	130
20150902	3	남	40대	11	중국집	123
20150902	3	남	20대	11	중국집	152
20150902	3	여	50대	11	중국집	54
20150902	3	여	30대	11	중국집	74
20150902	3	남	50대	11	중국집	78
20150902	3	여	40대	11	중국집	73
20150902	3	남	10대	11	중국집	15
20150902	3	남	60대이상	11	중국집	49
20150902	3	여	10대	11	중국집	14
20150902	3	여	60대이상	11	중국집	32
20150902	3	여	20대	11	중국집	51
20150902	3	남	10대	12	중국집	11
20150902	3	남	60대이상	12	중국집	34
20150902	3	남	20대	12	중국집	68
20150902	3	여	50대	12	중국집	41
20150902	3	여	10대	12	중국집	10
20150902	3	남	50대	12	중국집	50
20150902	3	여	60대이상	12	중국집	25
20150902	3	남	30대	12	중국집	89
20150902	3	여	30대	12	중국집	70
20150902	3	남	40대	12	중국집	62
20150902	3	여	40대	12	중국집	41
20150902	3	여	20대	12	중국집	44
20150902	3	남	20대	13	중국집	59
20150902	3	여	50대	13	중국집	38
20150902	3	남	30대	13	중국집	76
20150902	3	여	30대	13	중국집	77
20150902	3	여	20대	13	중국집	41
20150902	3	여	40대	13	중국집	66
20150902	3	남	50대	13	중국집	45
20150902	3	남	60대이상	13	중국집	27
20150902	3	남	10대	13	중국집	6
20150902	3	여	60대이상	13	중국집	18
20150902	3	여	10대	13	중국집	10
20150902	3	남	40대	13	중국집	79
20150902	3	남	20대	14	중국집	81
20150902	3	여	50대	14	중국집	24
20150902	3	남	30대	14	중국집	99
20150902	3	여	30대	14	중국집	54
20150902	3	여	20대	14	중국집	57
20150902	3	여	40대	14	중국집	35
20150902	3	남	50대	14	중국집	37
20150902	3	여	10대	14	중국집	7
20150902	3	여	60대이상	14	중국집	12
20150902	3	남	10대	14	중국집	16
20150902	3	남	60대이상	14	중국집	20
20150902	3	남	40대	14	중국집	81
20150902	3	여	20대	15	중국집	47
20150902	3	남	20대	15	중국집	70
20150902	3	남	40대	15	중국집	132
20150902	3	남	30대	15	중국집	116
20150902	3	남	50대	15	중국집	75
20150902	3	여	30대	15	중국집	105
20150902	3	여	50대	15	중국집	59
20150902	3	남	10대	15	중국집	10
20150902	3	남	60대이상	15	중국집	37
20150902	3	여	10대	15	중국집	5
20150902	3	여	60대이상	15	중국집	26
20150902	3	여	40대	15	중국집	79
20150902	3	남	10대	16	중국집	5
20150902	3	남	60대이상	16	중국집	19
20150902	3	남	20대	16	중국집	31
20150902	3	여	50대	16	중국집	15
20150902	3	여	10대	16	중국집	5
20150902	3	남	50대	16	중국집	27
20150902	3	여	60대이상	16	중국집	7
20150902	3	남	30대	16	중국집	58
20150902	3	여	30대	16	중국집	29
20150902	3	남	40대	16	중국집	41
20150902	3	여	40대	16	중국집	16
20150902	3	여	20대	16	중국집	19
20150902	3	남	30대	17	중국집	58
20150902	3	남	40대	17	중국집	52
20150902	3	남	20대	17	중국집	47
20150902	3	여	20대	17	중국집	17
20150902	3	여	30대	17	중국집	44
20150902	3	남	50대	17	중국집	37
20150902	3	여	40대	17	중국집	50
20150902	3	남	10대	17	중국집	16
20150902	3	남	60대이상	17	중국집	24
20150902	3	여	10대	17	중국집	5
20150902	3	여	60대이상	17	중국집	18
20150902	3	여	50대	17	중국집	27
20150902	3	남	40대	18	중국집	128
20150902	3	여	40대	18	중국집	99
20150902	3	여	20대	18	중국집	73
20150902	3	남	20대	18	중국집	97
20150902	3	남	30대	18	중국집	171
20150902	3	여	50대	18	중국집	47
20150902	3	여	30대	18	중국집	136
20150902	3	남	60대이상	18	중국집	47
20150902	3	남	10대	18	중국집	12
20150902	3	여	60대이상	18	중국집	42
20150902	3	여	10대	18	중국집	15
20150902	3	남	50대	18	중국집	97
20150902	3	여	60대이상	19	중국집	18
20150902	3	여	10대	19	중국집	14
20150902	3	남	20대	19	중국집	50
