day	hour	value0	value	price
1	1	0	0
1	2	0	0
1	3	0	0
1	4	0	0
1	5	0	0
1	6	0	0
1	7	0	0
1	8	1	2500	
1	9	0	0
1	10	1	3600	
1	11	0	0
1	12	0	0
1	13	3	15400	2500+900+12000
1	14	2	10300	3600+6700	
1	15	0	0
1	16	2	6220	1800+4420
1	17	0	0
1	18	1	13500
1	19	2	9000	2000+7000
1	20	0	0
1	21	1	1470
1	22	0	0
1	23	0	0
1	24	0	0
2	1	0	0
2	2	0	0
2	3	0	0
2	4	0	0
2	5	0	0
2	6	0	0
2	7	0	0
2	8	0	0
2	9	1	1800	
2	10	1	1800
2	11	0	0
2	12	2	18040	11000+7040	
2	13	1	4500	
2	14	2	9500	7500+2000	
2	15	1	4000
2	16	0	0
2	17	2	5450	3950+1500
2	18	1	30500	
2	19	0	0
2	20	0	0
2	21	0	0
2	22	1	7000	
2	23	2	20000	13500+5650
2	24	0	0
3	1	0	0
3	2	0	0
3	3	0	0
3	4	0	0
3	5	0	0
3	6	0	0
3	7	0	0
3	8	0	0
3	9	0	0
3	10	4	22200	6000+2700+11500+2000
3	11	3	10800	1100+1700+8000	
3	12	0	0
3	13	0	0
3	14	0	0
3	15	3	9000	4400+1800+2800	
3	16	0	0
3	17	1	3000	
3	18	2	4400	1900+2500	
3	19	0	0
3	20	0	0
3	21	1	3300
3	22	1	3900	
3	23	0	0
3	24	0	0
4	1	0	0
4	2	0	0
4	3	0	0
4	4	0	0
4	5	0	0
4	6	0	0
4	7	1	5580
4	8	0	0
4	9	0	0
4	10	0	0
4	11	0	0
4	12	0	0
4	13	0	0
4	14	4	13330	2430+4600+1600+4700	
4	15	0	0
4	16	0	0
4	17	0	0
4	18	4	34600	8500+19500+4800+1800
4	19	1	8000	
4	20	0	0
4	21	0	0
4	22	0	0
4	23	0	0
4	24	0	0
5	1	0	0
5	2	0	0
5	3	0	0
5	4	0	0
5	5	0	0
5	6	0	0
5	7	0	0
5	8	0	0
5	9	1	3500	
5	10	0	0
5	11	0	0
5	12	1	8500
5	13	0	0
5	14	0	0
5	15	0	0
5	16	0	0
5	17	2	6800	3500+3300
5	18	1	3000
5	19	3	16500	8000+8500
5	20	0	0
5	21	2	25700	9200+16500	
5	22	1	20000
5	23	0	0
5	24	0	0
6	1	0	0
6	2	0	0
6	3	0	0
6	4	0	0
6	5	0	0
6	6	0	0
6	7	0	0
6	8	0	0
6	9	0	0
6	10	0	0
6	11	0	0
6	12	0	0
6	13	3	16500	8500+5500+2500		
6	14	0	0
6	15	1	5000	
6	16	0	0
6	17	0	0
6	18	1	1500
6	19	1	7600	
6	20	0	0
6	21	0	0
6	22	0	0
6	23	0	0
6	24	0	0
7	1	0	0
7	2	0	0
7	3	0	0
7	4	0	0
7	5	0	0
7	6	0	0
7	7	0	0
7	8	0	0
7	9	0	0
7	10	0	0
7	11	0	0
7	12	1	11000
7	13	0	0
7	14	0	0
7	15	1	1500
7	16	0	0
7	17	0	0
7	18	0	0
7	19	1	900
7	20	1	3500
7	21	3	9280	2880+2500+3900
7	22	1	6200
7	23	0	0
7	24	0	0
