정도전,이인임,최씨,,,,
명덕태후,경복흥,대비안씨,,,,
정도전,이인임,,,,,
정몽주,박상충,,,,,
경복흥,정도전,,,,,
정도전,최영,,,,,
안사기,장자온,명덕태후,최영,,,
이인임,안사기,,,,,
정도전,박상충,정몽주,염흥방,,,
이인임,안사기,장자온,,,,
이인임,안사기,,,,,
이성계,이지란,,,,,
임견미,이성계,,,,,
이성계,임견미,이지란,,,,
이성계,이지란,,,,,
정몽주,우왕,명덕태후,,,,
장자온,안사기,박상충,최영,,,
이인임,하륜,,,,,
이인임,최영,,,,,
박상충,정몽주,,,,,
최영,정몽주,,,,,
명덕태후,최영,,,,,
정몽주,정도전,,,,,
정몽주,하륜,박상충,염흥방,,,
하륜,박상충,정몽주,염흥방,이색,,
이색,정몽주,,,,,
하륜,이인임,정몽주,,,,
정도전,이색,,,,,
이인임,정몽주,,,,,
정몽주,정도전,이인임,최영,최씨,안사기,박상충
이인임,정도전,,,,,
이지란,이성계,,,,,
정도전,이성계,,,,,
정도전,하륜,,,,,
이성계,정도전,,,,,
이지란,강씨,,,,,
이성계,최영,,,,,
강씨,이성계,,,,,
이인임,이성계,,,,,
이인임,이성계,안사기,,,,
이인임,안사기,,,,,
박상충,염흥방,,,,,
