최영,이인임,이성계,,
이성계,정도전,이방원,,
이성계,정도전,,,
이성계,강씨,,,
변안열,임견미,배극렴,하륜,염흥방
이인임,염흥방,임견미,,
이성계,이방원,,,
최영,변안열,배극렴,,
최영,배극렴,변안열,조영규,
조영규,최영,이성계,이방원,
정도전,이방원,,,
우왕,임견미,염흥방,,
이인임,하륜,우왕,,
임견미,염흥방,,,
남은,이광,조반,,
남은,정도전,,,
남은,정도전,,,
이성계,이인임,,,
대비안씨,근비,,,
이성계,우왕,,
최영,우왕,,,
최영,정도전,,,
조반,이광,,,
하륜,이인임,,,
임견미,염흥방,이인임,하륜,
우왕,임견미,,,
하륜,권근,이숭인,이첨,
이방원,정도전,,,
이방원,이성계,정도전,,
이지란,정몽주,,,
이지란,정몽주,조영규,,
이인임,염흥방,임견미,,
최영,이성계,,,
최영,우왕,,,
우왕,최영,이성계,,
