name,lat,lon
길동우동집,37.484516,126.929665
아모르미오,37.479061,126.959995
엉터리생고기,37.507808,126.963823
오시오떡볶이,37.504384,126.949678
느린마을,37.498654,127.026336
테이크어반,37.504818,127.024766
더심플한테이블,37.551159,126.913312
프리모바치오바치,37.554920,126.923657
우노,37.529096,126.964058
패션5,37.538907,127.001878
일마지오,37.564809,126.983359
낭만짬뽕,37.562932,126.990528
