name,lat,lon
cafebene,37.50697221,126.89032
cafebene,37.52136819,129.1119149
cafebene,35.85473347,128.6185438
cafebene,35.36252388,129.3591269
cafebene,34.86722493,128.7269293
cafebene,37.2793832,127.4464241
cafebene,35.49129717,128.7511539
cafebene,37.8578368,126.784818
cafebene,36.78604579,127.5811638
cafebene,33.48071601,126.4900307
cafebene,35.53202483,129.293771
cafebene,38.20405896,128.5916439
cafebene,35.04283676,126.7164204
cafebene,36.13730747,128.4196429
cafebene,37.30230804,127.3681645
cafebene,37.02403635,127.8374445
cafebene,33.20676865,126.2896875
cafebene,37.75226233,126.7676131
cafebene,33.50593792,126.4959527
cafebene,37.54740388,126.8360069
cafebene,37.56358429,126.8512016
cafebene,37.56465794,126.6737087
cafebene,37.21149029,127.057167
cafebene,37.65477603,126.7726406
cafebene,37.48378443,126.9286333
cafebene,37.48907754,127.4929205
cafebene,35.86674707,128.6961558
cafebene,35.62718317,126.4689897
cafebene,37.34247732,127.9713809
cafebene,36.77170687,127.0653113
cafebene,35.52243705,129.4324298
cafebene,37.22254048,126.9721966
cafebene,35.20937484,128.7078268
cafebene,37.65793752,127.0364239
cafebene,35.15570714,128.6979561
cafebene,37.40597855,126.6837004
cafebene,35.85441906,129.2060752
cafebene,35.31355803,127.4885828
cafebene,37.62032751,127.0176477
cafebene,37.39751133,127.112041
cafebene,35.17629081,128.8131026
cafebene,37.43722468,127.0246962
cafebene,36.79651259,127.1056782
cafebene,35.15496939,126.8544094
cafebene,37.71162656,126.7456523
cafebene,37.6644594,126.7544814
cafebene,35.12009922,126.8985592
cafebene,35.20544273,129.0825817
cafebene,35.80029279,126.9035562
cafebene,37.23254983,127.2102143
cafebene,36.82199225,127.1244536
cafebene,37.27390413,126.9433181
cafebene,37.52497993,126.9252998
cafebene,37.33520748,127.8582008
cafebene,37.53862742,127.0958725
cafebene,36.45464178,127.1247343
cafebene,37.5960561,126.6699843
cafebene,35.53947141,129.4262946
cafebene,37.29526748,126.9828345
cafebene,36.47049492,127.1379524
cafebene,37.301924,126.8647575
cafebene,36.79830363,127.0594804
cafebene,36.3299836,127.3413467
cafebene,34.73755636,127.7434888
cafebene,37.40094782,126.6386178
cafebene,35.55098567,129.2998859
cafebene,37.67099981,126.7611656
cafebene,37.25438185,127.1106699
cafebene,35.17270567,129.167403
cafebene,35.83543774,129.2850203
cafebene,37.64388692,127.1100623
cafebene,36.79828972,127.1013734
cafebene,35.18685087,129.0829589
cafebene,37.68497204,127.3791762
cafebene,36.32259242,127.3720509
cafebene,37.54479441,126.738005
cafebene,37.28455642,127.0523417
cafebene,37.42662489,126.6983596
cafebene,35.18080939,126.8735757
cafebene,35.13325569,126.8590607
cafebene,35.85258067,129.2681981
cafebene,36.28524779,126.9096951
cafebene,35.17947323,128.1112178
cafebene,35.55409606,129.3218817
cafebene,37.40814103,126.6705167
cafebene,37.56544225,127.0203332
cafebene,37.50411987,126.7566315
cafebene,35.84956325,128.5357206
cafebene,37.2845348,127.0523236
cafebene,34.80600769,126.4009115
cafebene,35.68803224,127.9024039
cafebene,35.53417064,129.3223169
cafebene,37.51952388,126.8528366
cafebene,36.15347074,128.31117
cafebene,36.82273178,127.1370039
cafebene,36.78832026,126.478748
cafebene,35.16294201,129.1701593
cafebene,37.61931088,126.9203757
cafebene,35.16376795,129.0514326
cafebene,37.57616273,126.9728671
cafebene,37.63365571,126.8321151
cafebene,37.48763181,126.9802397
cafebene,35.15855933,126.8596142
cafebene,35.18310969,128.0680748
cafebene,35.64268373,129.3554787
cafebene,37.50125605,126.9876459
cafebene,37.79575397,127.0797361
cafebene,37.5456613,127.1432587
cafebene,37.48707129,127.1304558
cafebene,37.40921905,127.2582691
cafebene,35.87087236,128.5557109
cafebene,35.42969626,128.4956956
cafebene,36.58560435,128.1857164
cafebene,37.20768757,127.0647343
cafebene,36.10636602,128.4046806
cafebene,36.77826063,126.4586392
cafebene,35.86452323,129.214405
cafebene,36.29713315,127.5997813
cafebene,37.14363265,126.8791409
cafebene,34.74899623,127.7060326
cafebene,37.50086827,127.0256897
cafebene,37.59459511,126.9461828
cafebene,37.54446198,126.9504373
cafebene,37.44420709,126.7032793
cafebene,37.54087898,126.9489687
cafebene,37.54436595,126.6757434
cafebene,36.00574399,129.3214682
cafebene,37.60682079,126.9692183
cafebene,35.24216437,128.8685786
cafebene,37.5152273,127.062601
cafebene,37.60203964,127.0253168
cafebene,37.28957331,127.014196
cafebene,35.85889459,128.4650966
cafebene,37.53121057,126.7378262
cafebene,37.33718578,127.928862
cafebene,37.23602442,127.1909668
cafebene,37.87880139,127.7271867
cafebene,35.1514596,129.0611082
cafebene,35.15981008,129.161065
cafebene,37.43747731,127.141859
cafebene,37.79910019,128.9141636
cafebene,37.6262852,127.0730026
cafebene,37.58687543,127.2111388
cafebene,37.47423502,126.6301301
cafebene,37.5269302,126.8971872
cafebene,36.33182952,127.4335482
cafebene,35.15153973,126.8629186
cafebene,36.13479087,128.1179161
cafebene,35.83780351,128.6222325
cafebene,37.52198502,127.0549732
cafebene,37.27130075,127.1520501
cafebene,37.56272677,127.0822669
cafebene,37.71151343,127.1878346
cafebene,37.13173855,126.9219923
cafebene,37.65408463,127.2433403
cafebene,35.20608506,128.1137545
cafebene,37.50119153,127.0420881
cafebene,37.65998791,127.075071
cafebene,35.8809777,128.651415
cafebene,36.33790864,127.4095939
cafebene,36.90073644,126.6470177
cafebene,35.18147628,129.1069209
cafebene,36.28850222,127.3778911
cafebene,37.47220492,126.8764976
cafebene,36.2979837,127.3775673
cafebene,37.55271456,127.1544941
cafebene,36.57007806,127.112005
cafebene,35.80861335,128.5487471
cafebene,35.16492055,129.039535
cafebene,34.79743826,126.4358359
cafebene,35.14119902,129.1116438
cafebene,36.35024527,127.4366983
cafebene,35.11305944,128.9654107
cafebene,37.75695672,128.8991662
cafebene,36.19493544,127.0875771
cafebene,37.61250697,126.8341062
cafebene,36.36618879,127.3819925
cafebene,36.12392869,128.3248427
cafebene,36.10562821,128.4204806
cafebene,35.95090845,126.9397957
cafebene,37.00047211,127.1721267
cafebene,37.5420154,127.0955962
cafebene,36.79404403,127.1272588
cafebene,37.48402636,126.9730497
cafebene,37.60549186,127.0960987
cafebene,37.45697989,126.7047479
cafebene,37.51527107,127.1029959
cafebene,37.82839463,127.1465024
cafebene,36.98708153,127.9221614
cafebene,37.51064253,127.0862272
cafebene,37.6075052,127.1576334
cafebene,37.15879191,127.0594734
cafebene,36.06703855,129.3725371
cafebene,35.1388561,129.0609921
cafebene,36.24856344,127.8526928
cafebene,36.24949728,127.8531658
cafebene,34.9360226,127.7003856
cafebene,37.33649766,127.2780655
cafebene,35.19348297,129.0672104
cafebene,37.93939655,127.3161283
cafebene,35.83144785,127.1733071
cafebene,37.65144713,127.0459349
cafebene,37.21417598,126.9760391
cafebene,37.45143854,126.6572939
cafebene,37.47085924,126.7019621
cafebene,37.50432923,127.0543495
cafebene,35.18975339,129.1264501
cafebene,37.45471999,127.1608701
cafebene,35.20982486,129.0058156
cafebene,36.63109697,127.5037065
cafebene,35.86207541,128.6228599
cafebene,37.4970793,126.8567754
cafebene,37.6196961,126.7178974
cafebene,37.39949311,126.724801
cafebene,37.44120896,126.7911063
cafebene,37.45469574,126.7323295
cafebene,37.77077099,128.9497388
cafebene,35.18278096,129.0474759
cafebene,36.99521228,128.2886682
cafebene,36.65733225,127.3706712
cafebene,36.33702843,127.447959
cafebene,37.55210346,126.8495224
cafebene,34.74518463,127.7448545
cafebene,35.15946468,129.0600987
cafebene,35.89243683,128.6081036
cafebene,37.69105448,126.762421
cafebene,36.77477491,126.4483853
cafebene,37.41311333,127.1297265
cafebene,35.92276581,128.6379344
cafebene,35.13951546,129.1054437
cafebene,37.38854907,127.1108713
cafebene,37.55209967,126.9370467
cafebene,37.57994022,127.0810451
cafebene,35.21769176,128.1464045
cafebene,37.48029204,126.998779
cafebene,35.12649107,126.8782983
cafebene,36.3433817,126.5896823
cafebene,34.89106513,128.616589
cafebene,37.58123975,127.0881789
cafebene,35.59399343,129.3561069
cafebene,35.9642859,126.7188697
cafebene,36.41862098,128.1524357
cafebene,35.82394755,128.7367375
cafebene,37.06653945,127.0622394
cafebene,37.34600881,126.9438462
cafebene,37.62942922,127.0765085
cafebene,35.20368164,128.8091482
cafebene,36.66675036,127.4798313
cafebene,37.60492513,127.1339999
cafebene,36.56517429,128.7312923
cafebene,37.60117766,127.1426766
cafebene,36.60306411,127.2981257
cafebene,37.33195634,127.1262784
cafebene,36.34549386,126.6078779
cafebene,35.96495705,129.4152906
cafebene,37.72538775,127.0478817
cafebene,35.86683231,128.7240914
cafebene,37.3929848,126.9622547
cafebene,37.48188916,126.9293903
cafebene,36.35094439,127.4267739
cafebene,35.16667936,129.1324554
cafebene,37.48712756,126.9464138
cafebene,37.6766937,126.7471954
cafebene,36.78129822,127.0029395
cafebene,35.98456244,128.3989479
cafebene,36.60127644,126.6652899
cafebene,36.6080432,127.5026758
cafebene,37.39497845,126.65148
cafebene,37.50156546,127.0532211
cafebene,37.35925874,126.932377
cafebene,34.90757188,126.4331184
cafebene,36.2906367,127.243041
cafebene,35.07291781,129.0162835
cafebene,34.74628528,127.6708719
cafebene,37.23879987,127.0558713
cafebene,37.60326727,127.0424581
cafebene,35.57496612,129.2399328
cafebene,37.38992848,127.0908587
cafebene,37.4520317,126.7019419
cafebene,35.92661969,128.5460288
cafebene,35.13264258,129.1097291
cafebene,37.38301186,126.960968
cafebene,37.51680157,127.0390699
cafebene,36.644064,127.4246638
cafebene,35.96425889,126.7090477
cafebene,36.0823607,129.3972434
cafebene,37.58686442,126.9457989
cafebene,35.81553681,127.107014
cafebene,36.6074428,127.489313
cafebene,37.58414297,126.8848767
cafebene,37.63924998,127.0273371
cafebene,35.13724795,129.0698989
cafebene,37.2499658,127.0227909
cafebene,37.24631993,127.0596999
cafebene,37.36315517,127.1140489
cafebene,35.12549382,129.110602
cafebene,35.24645682,129.0906739
cafebene,35.17908266,126.8402264
cafebene,36.31848156,127.3938932
cafebene,35.98419004,126.7163507
cafebene,35.17401933,129.1809634
cafebene,37.44352396,127.1396374
cafebene,34.89302941,128.6913244
cafebene,37.28054353,127.1116824
cafebene,36.99303615,127.5928136
cafebene,37.27908845,127.0446748
cafebene,37.32076261,127.1112184
cafebene,37.43929966,127.1750884
cafebene,37.37932392,126.9281859
cafebene,37.44062764,126.4613843
cafebene,37.58158475,126.9813289
cafebene,37.60256736,127.0789406
cafebene,37.43272676,127.1296518
cafebene,37.48572049,126.7527429
cafebene,37.14540468,127.0681976
cafebene,35.08169901,128.9029971
cafebene,37.50965356,127.0426629
cafebene,37.51103701,127.0839475
cafebene,37.58994614,127.0609154
cafebene,37.48987279,126.7546967
cafebene,37.6532662,126.7765253
cafebene,37.47848953,126.8536769
cafebene,35.15680272,126.882617
cafebene,37.61490912,127.0640527
cafebene,35.19458198,128.5661401
cafebene,37.52338579,126.9234733
cafebene,37.29805265,127.0689803
cafebene,37.27041479,127.1270189
cafebene,37.61040099,126.9303246
cafebene,37.52457568,127.0383047
cafebene,36.63600386,127.4869576
cafebene,36.02519282,129.3389958
cafebene,37.53725767,127.1267098
cafebene,35.80816615,127.1051321
cafebene,37.48596516,126.8111034
cafebene,35.84160405,129.2132452
cafebene,37.50307897,126.7713914
cafebene,35.26643628,129.0848672
cafebene,37.48810599,126.7525677
cafebene,37.58675084,127.1397913
cafebene,35.88371179,128.5871225
cafebene,35.84755119,128.3361199
cafebene,35.48195899,127.569286
cafebene,37.30827009,126.8520446
cafebene,36.80124134,127.1059984
cafebene,37.59982783,126.9202922
cafebene,35.32240986,129.1759533
cafebene,36.34595785,127.3744568
cafebene,36.34929572,127.4361271
cafebene,36.82470384,128.6238472
cafebene,35.96461385,126.7023815
cafebene,37.54130476,126.9422518
cafebene,37.2023314,127.071556
cafebene,37.55459556,127.0102443
cafebene,37.54529234,127.0544788
cafebene,37.5564837,126.9400761
cafebene,37.49603356,126.9854258
cafebene,37.50011799,126.8664274
cafebene,37.21399459,127.0413287
cafebene,35.85496181,128.5099355
cafebene,36.11443528,128.3396586
cafebene,37.34434827,126.7381026
cafebene,36.61675037,127.4430704
cafebene,36.3563147,127.3367243
cafebene,37.45278109,126.7090726
cafebene,37.56467881,126.9664875
cafebene,35.5423456,129.3295732
cafebene,37.30182438,127.0082068
cafebene,37.50956185,127.1114346
cafebene,37.56752861,126.977742
cafebene,35.09833899,129.0332869
cafebene,34.93879667,128.0860835
cafebene,37.48361353,126.9815659
cafebene,37.54754252,126.875785
cafebene,37.30829629,127.0846149
cafebene,36.81813346,127.1566811
cafebene,37.20653658,127.073074
cafebene,37.60196552,127.0334885
cafebene,35.11076382,126.8975396
cafebene,36.12808734,128.3314352
cafebene,37.24162346,127.6164836
cafebene,37.90495341,127.0535376
cafebene,35.16030838,126.8801314
cafebene,36.36597412,127.4382302
cafebene,35.18938462,126.8229945
cafebene,37.52778497,126.722828
cafebene,35.20597878,128.5751916
cafebene,35.22242532,128.6848744
cafebene,37.561709,127.0674977
cafebene,37.51220986,127.0492291
cafebene,37.41330123,126.6793953
cafebene,37.55905629,126.9461857
cafebene,37.54523773,127.0857465
cafebene,37.5604874,126.9837291
cafebene,36.03819457,129.3653257
cafebene,36.78146969,126.4700968
cafebene,35.17551303,126.8882459
cafebene,37.39108565,126.9528015
cafebene,35.19569323,129.059349
cafebene,34.86026827,128.4213928
cafebene,37.51576492,127.019184
cafebene,37.4399422,127.1295513
cafebene,36.33954605,127.3921368
cafebene,37.57310488,127.0167944
cafebene,37.56955076,126.9794936
cafebene,37.49836582,127.0515632
cafebene,37.2544819,127.0749914
cafebene,37.49984231,126.8970615
cafebene,36.34629073,127.3942426
cafebene,37.44466975,126.894877
cafebene,37.6596678,126.7695703
cafebene,35.86863071,128.316279
cafebene,37.14402736,126.8809727
cafebene,36.20042909,128.0004316
cafebene,36.8912085,126.6381047
cafebene,37.39961637,126.9762919
cafebene,34.96957991,127.5242395
cafebene,37.44462521,127.1580685
cafebene,37.52529221,126.8731249
cafebene,36.63926787,127.4352378
cafebene,37.4803589,126.9543011
cafebene,35.48185477,127.5676853
cafebene,37.29823158,126.9718213
cafebene,37.49961004,127.0275485
cafebene,36.71607366,127.4229063
cafebene,37.53971583,127.0702614
cafebene,37.52613023,127.0450299
cafebene,37.51577775,126.8635445
cafebene,37.58859214,127.0070334
cafebene,35.14873851,126.9140894
cafebene,37.52956364,127.1228185
cafebene,34.84479936,128.4262213
cafebene,37.47001753,127.0395203
cafebene,37.47111953,126.8986293
cafebene,37.37870943,127.1151247
cafebene,37.68951927,127.8849558
cafebene,37.51106524,127.0194226
cafebene,37.632068,127.0242258
cafebene,36.8100605,127.110955
cafebene,37.48138832,126.8839175
cafebene,35.85851641,128.5312572
cafebene,36.35902091,127.3881299
cafebene,37.513433,126.9456846
cafebene,37.39987124,126.9230795
cafebene,35.16189943,129.1617436
cafebene,35.17196842,129.1749471
cafebene,35.23370593,129.0890901
cafebene,36.6255293,127.4337385
cafebene,35.82710436,128.6222891
cafebene,37.32447153,127.9585988
cafebene,37.55740143,126.8613862
cafebene,36.04920781,127.1026639
cafebene,37.55181595,127.1284364
cafebene,37.51922911,126.8720538
cafebene,35.17791955,128.7947557
cafebene,37.38406952,127.121533
cafebene,35.16331382,126.8087688
cafebene,35.86995804,128.5951871
cafebene,35.14705707,126.9174054
cafebene,37.64655347,127.0338575
cafebene,36.01907356,128.4282431
cafebene,37.62285768,127.0605525
cafebene,36.39998359,127.4057592
cafebene,37.65666103,127.0635763
cafebene,36.62508884,127.4289556
cafebene,37.29596417,126.9939368
cafebene,37.56742115,126.9654902
cafebene,37.20494243,127.0688774
cafebene,37.47757176,126.9609777
cafebene,36.99205027,127.0888061
cafebene,36.27891579,128.2474368
cafebene,36.34931062,127.3878946
cafebene,37.23460127,127.2036478
cafebene,37.56732528,126.8429041
cafebene,36.32050398,127.4099215
cafebene,37.49957223,126.7225795
cafebene,37.48773426,126.9947942
cafebene,37.24842074,127.0788988
cafebene,35.86930844,128.5813438
cafebene,37.55628857,126.9324347
cafebene,37.55835011,126.9265114
cafebene,37.3243249,127.0973551
cafebene,37.48129747,127.0048571
cafebene,36.83404682,127.1331902
cafebene,36.63361558,127.459348
cafebene,37.49413017,126.8589024
cafebene,37.33750478,127.0887101
cafebene,37.61384506,127.0775526
cafebene,35.24595962,128.6948178
cafebene,37.53780427,127.0726311
cafebene,37.55069124,127.0741193
cafebene,36.36828116,127.3569802
cafebene,37.40366723,126.9303402
cafebene,35.81616444,127.0888855
cafebene,37.56113638,126.9857164
cafebene,37.4703044,126.9399189
cafebene,37.60614449,127.1391708
cafebene,37.38570141,127.1257045
cafebene,36.29974319,127.3402129
cafebene,35.30787093,128.7353482
cafebene,37.59036014,127.054489
cafebene,37.47694267,126.9829423
cafebene,37.59711612,127.1364771
cafebene,37.52214173,126.8598632
cafebene,37.31304323,127.0789888
cafebene,37.50344463,127.0498522
cafebene,37.33664204,126.8093881
cafebene,35.13482296,129.0908339
cafebene,37.49523745,127.1309721
cafebene,35.27986937,128.7156012
cafebene,36.61985901,128.1527683
cafebene,37.26513754,127.4038563
cafebene,37.44254774,127.1509721
cafebene,35.85066783,128.5909974
cafebene,37.47404287,126.869689
cafebene,37.66799248,126.7516317
cafebene,37.76578858,128.8784895
cafebene,36.98292002,127.9399109
cafebene,37.47612059,126.9806181
cafebene,37.39881733,126.9207857
cafebene,35.54310234,129.337771
cafebene,37.50625038,127.0985816
cafebene,35.84346046,127.126542
cafebene,35.17813444,126.8966735
cafebene,37.48637056,126.780809
cafebene,35.19041745,128.1222888
cafebene,37.31127274,126.8308267
cafebene,36.32738512,127.4244536
cafebene,35.1538878,128.1068093
cafebene,37.40150864,126.722083
cafebene,37.54539414,126.8449643
cafebene,37.54496476,126.9657404
cafebene,37.32118392,127.0951127
cafebene,37.51023582,126.9251471
cafebene,35.83903571,128.7063226
cafebene,37.40906285,127.1292767
cafebene,35.26484493,128.2881453
cafebene,37.50957611,127.080598
cafebene,37.51521424,127.0524118
cafebene,37.51821216,127.0451835
cafebene,35.95821384,126.9752403
cafebene,37.56762724,127.0523082
cafebene,35.8353292,128.5793322
cafebene,35.33677904,129.0281107
cafebene,37.48995052,127.00896
cafebene,37.64820228,127.076292
cafebene,37.53484963,126.9959088
cafebene,37.51128572,127.0979413
cafebene,37.56250575,127.0153976
cafebene,35.85613463,128.5539262
cafebene,37.54962635,126.8633833
cafebene,37.54780851,127.1064943
cafebene,35.53175007,129.3089179
cafebene,37.46339411,127.037012
cafebene,37.49991454,126.7449337
cafebene,37.49062256,126.7221964
cafebene,37.52362426,127.0480511
cafebene,37.5202312,126.8901332
cafebene,35.10238603,129.030554
cafebene,36.38725946,127.3175357
cafebene,33.49933661,126.5294589
cafebene,35.21722829,126.8432797
cafebene,35.54187995,129.2610968
cafebene,37.56236804,127.0356212
cafebene,37.59583295,127.0578719
cafebene,37.53883924,127.2021868
cafebene,36.04836301,129.3679777
cafebene,37.3503845,127.1077543
cafebene,35.8134037,128.5225263
cafebene,37.55706155,126.9355396
cafebene,35.17241874,128.0674256
cafebene,34.9456749,127.5268547
cafebene,36.36130135,127.377289
cafebene,37.54370094,126.7262361
cafebene,35.2624858,128.8708119
cafebene,35.17871447,128.0943767
cafebene,37.52750909,126.8637992
cafebene,37.5415523,127.0667508
cafebene,37.4638509,126.6791389
cafebene,37.48476816,126.9951743
cafebene,37.65671232,126.7731515
cafebene,37.53448361,127.1446448
cafebene,37.33079339,127.9500543
cafebene,34.80380649,126.4191337
cafebene,37.53157767,126.8635022
cafebene,34.75633272,127.6572354
cafebene,37.51859047,126.9808379
cafebene,36.31685978,127.4161339
cafebene,37.49944025,126.9979825
cafebene,37.54847746,127.0697264
cafebene,37.73964459,127.0481677
cafebene,37.25923339,127.0439056
cafebene,35.21526374,128.5722478
cafebene,37.56127037,126.9928514
cafebene,37.50263494,127.1257781
cafebene,37.58164514,127.0475132
cafebene,37.32358619,127.1241658
cafebene,37.49399765,127.1208379
cafebene,37.58244035,126.9977402
cafebene,35.08215101,128.0872654
cafebene,36.05528204,129.377106
cafebene,35.24087007,128.6880769
cafebene,37.5216161,127.0278688
cafebene,35.19382914,128.0829629
cafebene,35.1708671,129.0699783
cafebene,37.48446851,127.012089
cafebene,34.81307681,126.4582962
cafebene,35.96349042,126.9583394
cafebene,35.19646884,126.8381631
cafebene,35.15132006,126.8538935
cafebene,37.27307449,127.050214
cafebene,36.6109919,127.4690323
cafebene,37.27872136,127.0318608
cafebene,37.4929839,126.7255846
cafebene,37.50357142,126.7616185
cafebene,37.5011717,127.1114267
cafebene,37.5356678,126.9988278
cafebene,35.81985819,127.1159389
cafebene,37.55405952,126.9356961
cafebene,37.48575827,127.0160964
cafebene,37.55968107,127.0062023
cafebene,37.488238,127.0148984
cafebene,37.50632188,126.7548691
cafebene,37.5022271,127.095645
cafebene,37.50386532,127.0127119
cafebene,36.32734494,127.4286409
cafebene,37.5178808,126.9061675
cafebene,37.27555355,127.042562
cafebene,36.35277825,127.3890303
cafebene,37.35040367,127.1104134
cafebene,36.4259371,127.3895333
cafebene,37.49663504,127.1215749
cafebene,35.13650962,129.0996048
cafebene,35.23283953,128.8666688
cafebene,36.30693785,127.4580213
cafebene,36.63111108,127.3296021
cafebene,37.25204584,127.4901592
cafebene,37.50543022,127.0410545
cafebene,34.96055461,127.5193733
cafebene,33.48600077,126.4930167
cafebene,34.88009329,128.4201678
cafebene,37.56471555,126.9897362
cafebene,37.65757644,126.7708641
cafebene,37.26459622,127.0334197
cafebene,36.47479631,127.1401426
cafebene,37.44680455,127.1667522
cafebene,37.54026427,127.2136414
cafebene,37.58026711,127.0039488
cafebene,37.57040343,126.9722625
cafebene,35.53824223,129.3300365
cafebene,35.17788005,126.9124165
cafebene,37.48666567,127.0213023
cafebene,37.48535801,127.0340966
cafebene,37.26770051,127.0006945
cafebene,37.56133093,126.8395302
cafebene,37.50499502,127.0250261
cafebene,37.53426378,126.9007389
cafebene,37.53538517,127.1350384
cafebene,37.49140627,127.012063
